      1 GO:0000001	mitochondrion inheritance
      2 GO:1902177	positive regulation of oxidative stress-induced intrinsic apoptotic signaling pathway
      2 GO:1902188	positive regulation of viral release from host cell
      2 GO:1902222	erythrose 4-phosphate/phosphoenolpyruvate family amino acid catabolic process
      2 GO:1902235	regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway
      2 GO:1902237	positive regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway
      2 GO:1902296	DNA strand elongation involved in cell cycle DNA replication
      2 GO:1902299	pre-replicative complex assembly involved in cell cycle DNA replication
      2 GO:1902319	DNA strand elongation involved in nuclear cell cycle DNA replication
      2 GO:1902476	chloride transmembrane transport
      2 GO:1902570	protein localization to nucleolus
      2 GO:1902659	regulation of glucose mediated signaling pathway
      2 GO:1902667	regulation of axon guidance
      2 GO:1902669	positive regulation of axon guidance
      2 GO:1902743	regulation of lamellipodium organization
      2 GO:1902745	positive regulation of lamellipodium organization
      2 GO:1902751	positive regulation of cell cycle G2/M phase transition
      2 GO:1902906	proteasome storage granule assembly
      2 GO:1902930	regulation of alcohol biosynthetic process
      2 GO:1902983	DNA strand elongation involved in mitotic DNA replication
      2 GO:1902990	mitotic telomere maintenance via semi-conservative replication
      2 GO:1903010	regulation of bone development
      2 GO:1903011	negative regulation of bone development
      2 GO:1903025	regulation of RNA polymerase II regulatory region sequence-specific DNA binding
      2 GO:1903026	negative regulation of RNA polymerase II regulatory region sequence-specific DNA binding
      2 GO:1903034	regulation of response to wounding
      2 GO:1903039	positive regulation of leukocyte cell-cell adhesion
      2 GO:1903053	regulation of extracellular matrix organization
      2 GO:1903146	regulation of autophagy of mitochondrion
      2 GO:1903202	negative regulation of oxidative stress-induced cell death
      2 GO:1903203	regulation of oxidative stress-induced neuron death
      2 GO:1903205	regulation of hydrogen peroxide-induced cell death
      2 GO:1903206	negative regulation of hydrogen peroxide-induced cell death
      2 GO:1903209	positive regulation of oxidative stress-induced cell death
      2 GO:1903214	regulation of protein targeting to mitochondrion
      2 GO:1903223	positive regulation of oxidative stress-induced neuron death
      2 GO:1903307	positive regulation of regulated secretory pathway
      2 GO:1903313	positive regulation of mRNA metabolic process
      2 GO:1903332	regulation of protein folding
      2 GO:1903335	regulation of vacuolar transport
      2 GO:1903341	regulation of meiotic DNA double-strand break formation
      2 GO:1903342	negative regulation of meiotic DNA double-strand break formation
      2 GO:1903361	protein localization to basolateral plasma membrane
      2 GO:1903376	regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway
      2 GO:1903378	positive regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway
      2 GO:1903428	positive regulation of reactive oxygen species biosynthetic process
      2 GO:1903461	Okazaki fragment processing involved in mitotic DNA replication
      2 GO:1903469	removal of RNA primer involved in mitotic DNA replication
      2 GO:1903579	negative regulation of ATP metabolic process
      2 GO:1903593	regulation of histamine secretion by mast cell
      2 GO:1903595	positive regulation of histamine secretion by mast cell
      2 GO:1903670	regulation of sprouting angiogenesis
      2 GO:1903708	positive regulation of hemopoiesis
      2 GO:1903747	regulation of establishment of protein localization to mitochondrion
      2 GO:1903749	positive regulation of establishment of protein localization to mitochondrion
      2 GO:1903792	negative regulation of anion transport
      2 GO:1903830	magnesium ion transmembrane transport
      2 GO:1903832	regulation of cellular response to amino acid starvation
      2 GO:1903833	positive regulation of cellular response to amino acid starvation
      2 GO:1903875	corticosterone binding
      2 GO:1903894	regulation of IRE1-mediated unfolded protein response
      2 GO:1903895	negative regulation of IRE1-mediated unfolded protein response
      2 GO:1903924	estradiol binding
      2 GO:1903955	positive regulation of protein targeting to mitochondrion
      2 GO:1903960	negative regulation of anion transmembrane transport
      2 GO:1904018	positive regulation of vasculature development
      2 GO:1904030	negative regulation of cyclin-dependent protein kinase activity
      2 GO:1904035	regulation of epithelial cell apoptotic process
      2 GO:1904063	negative regulation of cation transmembrane transport
      2 GO:1904217	regulation of CDP-diacylglycerol-serine O-phosphatidyltransferase activity
      2 GO:1904219	positive regulation of CDP-diacylglycerol-serine O-phosphatidyltransferase activity
      2 GO:1904220	regulation of serine C-palmitoyltransferase activity
      2 GO:1904222	positive regulation of serine C-palmitoyltransferase activity
      2 GO:1904321	response to forskolin
      2 GO:1904322	cellular response to forskolin
      2 GO:1904357	negative regulation of telomere maintenance via telomere lengthening
      2 GO:1904396	regulation of neuromuscular junction development
      2 GO:1904407	positive regulation of nitric oxide metabolic process
      2 GO:1904429	regulation of t-circle formation
      2 GO:1904430	negative regulation of t-circle formation
      2 GO:1904478	regulation of intestinal absorption
      2 GO:1904643	response to curcumin
      2 GO:1904645	response to amyloid-beta
      2 GO:1904646	cellular response to amyloid-beta
      2 GO:1904668	positive regulation of ubiquitin protein ligase activity
      2 GO:1904729	regulation of intestinal lipid absorption
      2 GO:1904732	regulation of electron transfer activity
      2 GO:1904734	positive regulation of electron transfer activity
      2 GO:1904796	regulation of core promoter binding
      2 GO:1904797	negative regulation of core promoter binding
      2 GO:1904837	beta-catenin-TCF complex assembly
      2 GO:1904907	regulation of maintenance of mitotic sister chromatid cohesion, telomeric
      2 GO:1904908	negative regulation of maintenance of mitotic sister chromatid cohesion, telomeric
      2 GO:1904959	regulation of cytochrome-c oxidase activity
      2 GO:1904960	positive regulation of cytochrome-c oxidase activity
      2 GO:1905038	regulation of membrane lipid metabolic process
      2 GO:1905098	negative regulation of guanyl-nucleotide exchange factor activity
      2 GO:1905153	regulation of membrane invagination
      2 GO:1905154	negative regulation of membrane invagination
      2 GO:1905906	regulation of amyloid fibril formation
      2 GO:1905908	positive regulation of amyloid fibril formation
      2 GO:1905961	protein-cysteine S-palmitoyltransferase complex
      2 GO:1990072	TRAPPIII protein complex
      2 GO:1990124	messenger ribonucleoprotein complex
      2 GO:1990239	steroid hormone binding
      2 GO:1990253	cellular response to leucine starvation
      2 GO:1990380	Lys48-specific deubiquitinase activity
      2 GO:1990452	Parkin-FBXW7-Cul1 ubiquitin ligase complex
      2 GO:1990535	neuron projection maintenance
      2 GO:1990569	UDP-N-acetylglucosamine transmembrane transport
      2 GO:1990707	nuclear subtelomeric heterochromatin
      2 GO:1990834	response to odorant
      2 GO:1990918	double-strand break repair involved in meiotic recombination
      2 GO:1990932	5.8S rRNA binding
      2 GO:1990961	xenobiotic detoxification by transmembrane export across the plasma membrane
      2 GO:2000008	regulation of protein localization to cell surface
      2 GO:2000070	regulation of response to water deprivation
      2 GO:2000105	positive regulation of DNA-dependent DNA replication
      2 GO:2000106	regulation of leukocyte apoptotic process
      2 GO:2000117	negative regulation of cysteine-type endopeptidase activity
      2 GO:2000179	positive regulation of neural precursor cell proliferation
      2 GO:2000218	negative regulation of invasive growth in response to glucose limitation
      2 GO:2000221	negative regulation of pseudohyphal growth
      2 GO:2000273	positive regulation of signaling receptor activity
      2 GO:2000274	regulation of epithelial cell migration, open tracheal system
      2 GO:2000280	regulation of root development
      2 GO:2000379	positive regulation of reactive oxygen species metabolic process
      2 GO:2000434	regulation of protein neddylation
      2 GO:2000435	negative regulation of protein neddylation
      2 GO:2000489	regulation of hepatic stellate cell activation
      2 GO:2000491	positive regulation of hepatic stellate cell activation
      2 GO:2000767	positive regulation of cytoplasmic translation
      2 GO:2000769	regulation of establishment or maintenance of cell polarity regulating cell shape
      2 GO:2000772	regulation of cellular senescence
      2 GO:2001025	positive regulation of response to drug
      2 GO:2001038	regulation of cellular response to drug
      2 GO:2001039	negative regulation of cellular response to drug
      2 GO:2001170	negative regulation of ATP biosynthetic process
      2 GO:2001204	regulation of osteoclast development
      2 GO:2001205	negative regulation of osteoclast development
      2 GO:2001222	regulation of neuron migration
      2 GO:2001238	positive regulation of extrinsic apoptotic signaling pathway
      3 GO:0000022	mitotic spindle elongation
      3 GO:0000028	ribosomal small subunit assembly
      3 GO:0000030	mannosyltransferase activity
      3 GO:0000054	ribosomal subunit export from nucleus
      3 GO:0000097	sulfur amino acid biosynthetic process
      3 GO:0000109	nucleotide-excision repair complex
      3 GO:0000146	microfilament motor activity
      3 GO:0000159	protein phosphatase type 2A complex
      3 GO:0000162	tryptophan biosynthetic process
      3 GO:0000242	pericentriolar material
      3 GO:0000243	commitment complex
      3 GO:0000295	adenine nucleotide transmembrane transporter activity
      3 GO:0000306	extrinsic component of vacuolar membrane
      3 GO:0000314	organellar small ribosomal subunit
      3 GO:0000338	protein deneddylation
      3 GO:0000389	mRNA 3'-splice site recognition
      3 GO:0000390	spliceosomal complex disassembly
      3 GO:0000422	autophagy of mitochondrion
      3 GO:0000439	transcription factor TFIIH core complex
      3 GO:0000712	resolution of meiotic recombination intermediates
      3 GO:0000715	nucleotide-excision repair, DNA damage recognition
      3 GO:0000742	karyogamy involved in conjugation with cellular fusion
      3 GO:0000800	lateral element
      3 GO:0000815	ESCRT III complex
      3 GO:0000922	spindle pole
      3 GO:0000963	mitochondrial RNA processing
      3 GO:0001076	obsolete transcription factor activity, RNA polymerase II transcription factor binding
      3 GO:0001103	RNA polymerase II repressing transcription factor binding
      3 GO:0001109	promoter clearance during DNA-templated transcription
      3 GO:0001111	promoter clearance from RNA polymerase II promoter
      3 GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific
      3 GO:0001300	chronological cell aging
