      1 GO:0000001	mitochondrion inheritance
      3 GO:0001098	basal transcription machinery binding
      3 GO:0001099	basal RNA polymerase II transcription machinery binding
      3 GO:0001113	transcription open complex formation at RNA polymerase II promoter
      3 GO:0001525	angiogenesis
      3 GO:0001541	ovarian follicle development
      3 GO:0001671	ATPase activator activity
      3 GO:0001672	regulation of chromatin assembly or disassembly
      3 GO:0001726	ruffle
      3 GO:0001731	formation of translation preinitiation complex
      3 GO:0001732	formation of cytoplasmic translation initiation complex
      3 GO:0001739	sex chromatin
      3 GO:0001931	uropod
      3 GO:0002088	lens development in camera-type eye
      3 GO:0002188	translation reinitiation
      3 GO:0002221	pattern recognition receptor signaling pathway
      3 GO:0002224	toll-like receptor signaling pathway
      3 GO:0002244	hematopoietic progenitor cell differentiation
      3 GO:0002262	myeloid cell homeostasis
      3 GO:0002697	regulation of immune effector process
      3 GO:0002758	innate immune response-activating signal transduction
      3 GO:0002792	negative regulation of peptide secretion
      3 GO:0002931	response to ischemia
      3 GO:0003007	heart morphogenesis
      3 GO:0003341	cilium movement
      3 GO:0003407	neural retina development
      3 GO:0003747	translation release factor activity
      3 GO:0003777	microtubule motor activity
      3 GO:0003917	DNA topoisomerase type I (single strand cut, ATP-independent) activity
      3 GO:0004177	aminopeptidase activity
      3 GO:0004430	1-phosphatidylinositol 4-kinase activity
      3 GO:0004536	deoxyribonuclease activity
      3 GO:0004553	hydrolase activity, hydrolyzing O-glycosyl compounds
      3 GO:0004683	calmodulin-dependent protein kinase activity
      3 GO:0004843	thiol-dependent ubiquitin-specific protease activity
      3 GO:0004860	protein kinase inhibitor activity
      3 GO:0005049	nuclear export signal receptor activity
      3 GO:0005384	manganese ion transmembrane transporter activity
      3 GO:0005637	nuclear inner membrane
      3 GO:0005652	nuclear lamina
      3 GO:0005719	nuclear euchromatin
      3 GO:0005736	RNA polymerase I complex
      3 GO:0005744	TIM23 mitochondrial import inner membrane translocase complex
      3 GO:0005747	mitochondrial respiratory chain complex I
      3 GO:0005776	autophagosome
      3 GO:0005782	peroxisomal matrix
      3 GO:0005869	dynactin complex
      3 GO:0005881	cytoplasmic microtubule
      3 GO:0005934	cellular bud tip
      3 GO:0005977	glycogen metabolic process
      3 GO:0006022	aminoglycan metabolic process
      3 GO:0006040	amino sugar metabolic process
      3 GO:0006047	UDP-N-acetylglucosamine metabolic process
      3 GO:0006083	acetate metabolic process
      3 GO:0006084	acetyl-CoA metabolic process
      3 GO:0006096	glycolytic process
      3 GO:0006110	regulation of glycolytic process
      3 GO:0006220	pyrimidine nucleotide metabolic process
      3 GO:0006296	nucleotide-excision repair, DNA incision, 5'-to lesion
      3 GO:0006298	mismatch repair
      3 GO:0006336	DNA replication-independent nucleosome assembly
      3 GO:0006359	regulation of transcription by RNA polymerase III
      3 GO:0006376	mRNA splice site selection
      3 GO:0006384	transcription initiation from RNA polymerase III promoter
      3 GO:0006390	mitochondrial transcription
      3 GO:0006449	regulation of translational termination
      3 GO:0006476	protein deacetylation
      3 GO:0006491	N-glycan processing
      3 GO:0006501	C-terminal protein lipidation
      3 GO:0006525	arginine metabolic process
      3 GO:0006534	cysteine metabolic process
      3 GO:0006607	NLS-bearing protein import into nucleus
      3 GO:0006616	SRP-dependent cotranslational protein targeting to membrane, translocation
      3 GO:0006641	triglyceride metabolic process
      3 GO:0006691	leukotriene metabolic process
      3 GO:0006696	ergosterol biosynthetic process
      3 GO:0006726	eye pigment biosynthetic process
      3 GO:0006727	ommochrome biosynthetic process
      3 GO:0006739	NADP metabolic process
      3 GO:0006743	ubiquinone metabolic process
      3 GO:0006744	ubiquinone biosynthetic process
      3 GO:0006757	ATP generation from ADP
      3 GO:0006779	porphyrin-containing compound biosynthetic process
      3 GO:0006817	phosphate ion transport
      3 GO:0006828	manganese ion transport
      3 GO:0006829	zinc ion transport
      3 GO:0006890	retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum
      3 GO:0006995	cellular response to nitrogen starvation
      3 GO:0007007	inner mitochondrial membrane organization
      3 GO:0007009	plasma membrane organization
      3 GO:0007089	traversing start control point of mitotic cell cycle
      3 GO:0007162	negative regulation of cell adhesion
      3 GO:0007219	Notch signaling pathway
      3 GO:0007220	Notch receptor processing
      3 GO:0007274	neuromuscular synaptic transmission
      3 GO:0007350	blastoderm segmentation
      3 GO:0007351	tripartite regional subdivision
      3 GO:0007391	dorsal closure
      3 GO:0007424	open tracheal system development
      3 GO:0007498	mesoderm development
      3 GO:0007565	female pregnancy
      3 GO:0007601	visual perception
      3 GO:0007613	memory
      3 GO:0007622	rhythmic behavior
      3 GO:0008023	transcription elongation factor complex
      3 GO:0008037	cell recognition
      3 GO:0008055	ocellus pigment biosynthetic process
      3 GO:0008061	chitin binding
      3 GO:0008080	N-acetyltransferase activity
      3 GO:0008089	anterograde axonal transport
      3 GO:0008097	5S rRNA binding
      3 GO:0008139	nuclear localization sequence binding
      3 GO:0008154	actin polymerization or depolymerization
      3 GO:0008198	ferrous iron binding
      3 GO:0008204	ergosterol metabolic process
      3 GO:0008276	protein methyltransferase activity
      3 GO:0008320	protein transmembrane transporter activity
      3 GO:0008541	proteasome regulatory particle, lid subcomplex
      3 GO:0008595	anterior/posterior axis specification, embryo
      3 GO:0008641	ubiquitin-like modifier activating enzyme activity
      3 GO:0008649	rRNA methyltransferase activity
      3 GO:0009060	aerobic respiration
      3 GO:0009081	branched-chain amino acid metabolic process
      3 GO:0009083	branched-chain amino acid catabolic process
      3 GO:0009190	cyclic nucleotide biosynthetic process
      3 GO:0009240	isopentenyl diphosphate biosynthetic process
      3 GO:0009262	deoxyribonucleotide metabolic process
      3 GO:0009277	fungal-type cell wall
      3 GO:0009313	oligosaccharide catabolic process
      3 GO:0009394	2'-deoxyribonucleotide metabolic process
      3 GO:0009396	folic acid-containing compound biosynthetic process
      3 GO:0009435	NAD biosynthetic process
      3 GO:0009527	plastid outer membrane
      3 GO:0009630	gravitropism
      3 GO:0009635	response to herbicide
      3 GO:0009642	response to light intensity
      3 GO:0009698	phenylpropanoid metabolic process
      3 GO:0009741	response to brassinosteroid
      3 GO:0009845	seed germination
      3 GO:0009880	embryonic pattern specification
      3 GO:0009913	epidermal cell differentiation
      3 GO:0009931	calcium-dependent protein serine/threonine kinase activity
      3 GO:0009953	dorsal/ventral pattern formation
      3 GO:0009988	cell-cell recognition
      3 GO:0010026	trichome differentiation
      3 GO:0010054	trichoblast differentiation
      3 GO:0010073	meristem maintenance
      3 GO:0010074	maintenance of meristem identity
      3 GO:0010090	trichome morphogenesis
      3 GO:0010091	trichome branching
      3 GO:0010155	regulation of proton transport
      3 GO:0010165	response to X-ray
      3 GO:0010224	response to UV-B
      3 GO:0010225	response to UV-C
      3 GO:0010369	chromocenter
      3 GO:0010385	double-stranded methylated DNA binding
      3 GO:0010631	epithelial cell migration
      3 GO:0010632	regulation of epithelial cell migration
      3 GO:0010660	regulation of muscle cell apoptotic process
      3 GO:0010676	positive regulation of cellular carbohydrate metabolic process
      3 GO:0010770	positive regulation of cell morphogenesis involved in differentiation
      3 GO:0010811	positive regulation of cell-substrate adhesion
      3 GO:0010822	positive regulation of mitochondrion organization
      3 GO:0010827	regulation of glucose transmembrane transport
      3 GO:0010857	calcium-dependent protein kinase activity
      3 GO:0010883	regulation of lipid storage
      3 GO:0010907	positive regulation of glucose metabolic process
      3 GO:0010918	positive regulation of mitochondrial membrane potential
      3 GO:0012510	trans-Golgi network transport vesicle membrane
      3 GO:0014003	oligodendrocyte development
      3 GO:0015175	neutral amino acid transmembrane transporter activity
      3 GO:0015179	L-amino acid transmembrane transporter activity
      3 GO:0015267	channel activity
      3 GO:0015450	P-P-bond-hydrolysis-driven protein transmembrane transporter activity
      3 GO:0015693	magnesium ion transport
      3 GO:0015718	monocarboxylic acid transport
      3 GO:0015804	neutral amino acid transport
      3 GO:0015807	L-amino acid transport
      3 GO:0015867	ATP transport
      3 GO:0015976	carbon utilization
      3 GO:0015985	energy coupled proton transport, down electrochemical gradient
      3 GO:0015986	ATP synthesis coupled proton transport
      3 GO:0016018	cyclosporin A binding
      3 GO:0016036	cellular response to phosphate starvation
      3 GO:0016079	synaptic vesicle exocytosis
      3 GO:0016119	carotene metabolic process
      3 GO:0016120	carotene biosynthetic process
      3 GO:0016281	eukaryotic translation initiation factor 4F complex
      3 GO:0016322	neuron remodeling
      3 GO:0016407	acetyltransferase activity
      3 GO:0016410	N-acyltransferase activity
      3 GO:0016479	negative regulation of transcription by RNA polymerase I
      3 GO:0016575	histone deacetylation
      3 GO:0016592	mediator complex
      3 GO:0016597	amino acid binding
      3 GO:0016653	oxidoreductase activity, acting on NAD(P)H, heme protein as acceptor
      3 GO:0016668	oxidoreductase activity, acting on a sulfur group of donors, NAD(P) as acceptor
      3 GO:0016722	oxidoreductase activity, oxidizing metal ions
      3 GO:0016723	oxidoreductase activity, oxidizing metal ions, NAD or NADP as acceptor
      3 GO:0016776	phosphotransferase activity, phosphate group as acceptor
      3 GO:0016798	hydrolase activity, acting on glycosyl bonds
      3 GO:0016814	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amidines
