      1 GO:0000001	mitochondrion inheritance
      3 GO:0070126	mitochondrial translational termination
      3 GO:0070193	synaptonemal complex organization
      3 GO:0070199	establishment of protein localization to chromosome
      3 GO:0070306	lens fiber cell differentiation
      3 GO:0070325	lipoprotein particle receptor binding
      3 GO:0070481	nuclear-transcribed mRNA catabolic process, non-stop decay
      3 GO:0070566	adenylyltransferase activity
      3 GO:0070717	poly-purine tract binding
      3 GO:0070783	growth of unicellular organism as a thread of attached cells
      3 GO:0070897	transcription preinitiation complex assembly
      3 GO:0070911	global genome nucleotide-excision repair
      3 GO:0070932	histone H3 deacetylation
      3 GO:0070935	3'-UTR-mediated mRNA stabilization
      3 GO:0070987	error-free translesion synthesis
      3 GO:0071005	U2-type precatalytic spliceosome
      3 GO:0071033	nuclear retention of pre-mRNA at the site of transcription
      3 GO:0071044	histone mRNA catabolic process
      3 GO:0071051	polyadenylation-dependent snoRNA 3'-end processing
      3 GO:0071071	regulation of phospholipid biosynthetic process
      3 GO:0071215	cellular response to abscisic acid stimulus
      3 GO:0071260	cellular response to mechanical stimulus
      3 GO:0071277	cellular response to calcium ion
      3 GO:0071281	cellular response to iron ion
      3 GO:0071326	cellular response to monosaccharide stimulus
      3 GO:0071346	cellular response to interferon-gamma
      3 GO:0071369	cellular response to ethylene stimulus
      3 GO:0071459	protein localization to chromosome, centromeric region
      3 GO:0071467	cellular response to pH
      3 GO:0071540	eukaryotic translation initiation factor 3 complex, eIF3e
      3 GO:0071548	response to dexamethasone
      3 GO:0071629	cytoplasm protein quality control by the ubiquitin-proteasome system
      3 GO:0071782	endoplasmic reticulum tubular network
      3 GO:0071901	negative regulation of protein serine/threonine kinase activity
      3 GO:0071949	FAD binding
      3 GO:0071963	establishment or maintenance of cell polarity regulating cell shape
      3 GO:0072091	regulation of stem cell proliferation
      3 GO:0072347	response to anesthetic
      3 GO:0072357	PTW/PP1 phosphatase complex
      3 GO:0072509	divalent inorganic cation transmembrane transporter activity
      3 GO:0072520	seminiferous tubule development
      3 GO:0072523	purine-containing compound catabolic process
      3 GO:0072593	reactive oxygen species metabolic process
      3 GO:0072596	establishment of protein localization to chloroplast
      3 GO:0072598	protein localization to chloroplast
      3 GO:0072698	protein localization to microtubule cytoskeleton
      3 GO:0080167	response to karrikin
      3 GO:0086010	membrane depolarization during action potential
      3 GO:0090033	positive regulation of filamentous growth
      3 GO:0090069	regulation of ribosome biogenesis
      3 GO:0090070	positive regulation of ribosome biogenesis
      3 GO:0090100	positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway
      3 GO:0090151	establishment of protein localization to mitochondrial membrane
      3 GO:0090231	regulation of spindle checkpoint
      3 GO:0090266	regulation of mitotic cell cycle spindle assembly checkpoint
      3 GO:0090277	positive regulation of peptide hormone secretion
      3 GO:0090342	regulation of cell aging
      3 GO:0090382	phagosome maturation
      3 GO:0090697	post-embryonic plant organ morphogenesis
      3 GO:0097006	regulation of plasma lipoprotein particle levels
      3 GO:0097060	synaptic membrane
      3 GO:0097307	response to farnesol
      3 GO:0097308	cellular response to farnesol
      3 GO:0097346	INO80-type complex
      3 GO:0097421	liver regeneration
      3 GO:0097466	ubiquitin-dependent glycoprotein ERAD pathway
      3 GO:0097502	mannosylation
      3 GO:0097617	annealing activity
      3 GO:0097711	ciliary basal body-plasma membrane docking
      3 GO:0097718	disordered domain specific binding
      3 GO:0097722	sperm motility
      3 GO:0098534	centriole assembly
      3 GO:0098661	inorganic anion transmembrane transport
      3 GO:0098722	asymmetric stem cell division
      3 GO:0098732	macromolecule deacylation
      3 GO:0098799	outer mitochondrial membrane protein complex
      3 GO:0099518	vesicle cytoskeletal trafficking
      3 GO:0101003	ficolin-1-rich granule membrane
      3 GO:0101031	chaperone complex
      3 GO:0106120	positive regulation of sterol biosynthetic process
      3 GO:0140102	catalytic activity, acting on a rRNA
      3 GO:1900006	positive regulation of dendrite development
      3 GO:1900150	regulation of defense response to fungus
      3 GO:1900180	regulation of protein localization to nucleus
      3 GO:1900182	positive regulation of protein localization to nucleus
      3 GO:1900187	regulation of cell adhesion involved in single-species biofilm formation
      3 GO:1900189	positive regulation of cell adhesion involved in single-species biofilm formation
      3 GO:1900190	regulation of single-species biofilm formation
      3 GO:1900192	positive regulation of single-species biofilm formation
      3 GO:1900247	regulation of cytoplasmic translational elongation
      3 GO:1900408	negative regulation of cellular response to oxidative stress
      3 GO:1900430	positive regulation of filamentous growth of a population of unicellular organisms
      3 GO:1901004	ubiquinone-6 metabolic process
      3 GO:1901006	ubiquinone-6 biosynthetic process
      3 GO:1901019	regulation of calcium ion transmembrane transporter activity
      3 GO:1901216	positive regulation of neuron death
      3 GO:1901261	regulation of sorocarp spore cell differentiation
      3 GO:1901419	regulation of response to alcohol
      3 GO:1901562	response to paraquat
      3 GO:1901567	fatty acid derivative binding
      3 GO:1901616	organic hydroxy compound catabolic process
      3 GO:1901799	negative regulation of proteasomal protein catabolic process
      3 GO:1901836	regulation of transcription of nucleolar large rRNA by RNA polymerase I
      3 GO:1901977	negative regulation of cell cycle checkpoint
      3 GO:1901998	toxin transport
      3 GO:1902107	positive regulation of leukocyte differentiation
      3 GO:1902188	positive regulation of viral release from host cell
      3 GO:1902369	negative regulation of RNA catabolic process
      3 GO:1902373	negative regulation of mRNA catabolic process
      3 GO:1902495	transmembrane transporter complex
      3 GO:1902562	H4 histone acetyltransferase complex
      3 GO:1902626	assembly of large subunit precursor of preribosome
      3 GO:1902884	positive regulation of response to oxidative stress
      3 GO:1902905	positive regulation of supramolecular fiber organization
      3 GO:1902932	positive regulation of alcohol biosynthetic process
      3 GO:1903202	negative regulation of oxidative stress-induced cell death
      3 GO:1903312	negative regulation of mRNA metabolic process
      3 GO:1903429	regulation of cell maturation
      3 GO:1903432	regulation of TORC1 signaling
      3 GO:1903504	regulation of mitotic spindle checkpoint
      3 GO:1903541	regulation of exosomal secretion
      3 GO:1903543	positive regulation of exosomal secretion
      3 GO:1903561	extracellular vesicle
      3 GO:1903708	positive regulation of hemopoiesis
      3 GO:1903725	regulation of phospholipid metabolic process
      3 GO:1903749	positive regulation of establishment of protein localization to mitochondrion
      3 GO:1904064	positive regulation of cation transmembrane transport
      3 GO:1904587	response to glycoprotein
      3 GO:1904589	regulation of protein import
      3 GO:1904591	positive regulation of protein import
      3 GO:1904643	response to curcumin
      3 GO:1904667	negative regulation of ubiquitin protein ligase activity
      3 GO:1904814	regulation of protein localization to chromosome, telomeric region
      3 GO:1905393	plant organ formation
      3 GO:1905477	positive regulation of protein localization to membrane
      3 GO:1905879	regulation of oogenesis
      3 GO:1905897	regulation of response to endoplasmic reticulum stress
      3 GO:1905952	regulation of lipid localization
      3 GO:1905957	regulation of cellular response to alcohol
      3 GO:1990023	mitotic spindle midzone
      3 GO:1990089	response to nerve growth factor
      3 GO:1990090	cellular response to nerve growth factor stimulus
      3 GO:1990823	response to leukemia inhibitory factor
      3 GO:1990830	cellular response to leukemia inhibitory factor
      3 GO:1990841	promoter-specific chromatin binding
      3 GO:2000028	regulation of photoperiodism, flowering
      3 GO:2000035	regulation of stem cell division
      3 GO:2000104	negative regulation of DNA-dependent DNA replication
      3 GO:2000146	negative regulation of cell motility
      3 GO:2000377	regulation of reactive oxygen species metabolic process
      3 GO:2000779	regulation of double-strand break repair
      3 GO:2001023	regulation of response to drug
      3 GO:2001038	regulation of cellular response to drug
      3 GO:2001244	positive regulation of intrinsic apoptotic signaling pathway
      4 GO:0000109	nucleotide-excision repair complex
      4 GO:0000112	nucleotide-excision repair factor 3 complex
      4 GO:0000123	histone acetyltransferase complex
      4 GO:0000178	exosome (RNase complex)
      4 GO:0000182	rDNA binding
      4 GO:0000187	activation of MAPK activity
      4 GO:0000212	meiotic spindle organization
      4 GO:0000221	vacuolar proton-transporting V-type ATPase, V1 domain
      4 GO:0000313	organellar ribosome
      4 GO:0000339	RNA cap binding
      4 GO:0000340	RNA 7-methylguanosine cap binding
      4 GO:0000413	protein peptidyl-prolyl isomerization
      4 GO:0000429	carbon catabolite regulation of transcription from RNA polymerase II promoter
      4 GO:0000430	regulation of transcription from RNA polymerase II promoter by glucose
      4 GO:0000433	carbon catabolite repression of transcription from RNA polymerase II promoter by glucose
      4 GO:0000439	transcription factor TFIIH core complex
      4 GO:0000727	double-strand break repair via break-induced replication
      4 GO:0000749	response to pheromone triggering conjugation with cellular fusion
      4 GO:0000777	condensed chromosome kinetochore
      4 GO:0000778	condensed nuclear chromosome kinetochore
      4 GO:0000791	euchromatin
      4 GO:0000803	sex chromosome
      4 GO:0000916	actomyosin contractile ring contraction
      4 GO:0000959	mitochondrial RNA metabolic process
      4 GO:0000966	RNA 5'-end processing
      4 GO:0000974	Prp19 complex
      4 GO:0001046	core promoter sequence-specific DNA binding
      4 GO:0001098	basal transcription machinery binding
      4 GO:0001099	basal RNA polymerase II transcription machinery binding
      4 GO:0001112	DNA-templated transcription open complex formation
      4 GO:0001113	transcription open complex formation at RNA polymerase II promoter
      4 GO:0001120	protein-DNA complex remodeling
      4 GO:0001196	regulation of mating-type specific transcription from RNA polymerase II promoter
      4 GO:0001198	negative regulation of mating-type specific transcription from RNA polymerase II promoter
      4 GO:0001503	ossification
      4 GO:0001525	angiogenesis
      4 GO:0001655	urogenital system development
      4 GO:0001672	regulation of chromatin assembly or disassembly
      4 GO:0001700	embryonic development via the syncytial blastoderm
      4 GO:0001709	cell fate determination
      4 GO:0001732	formation of cytoplasmic translation initiation complex
